exposure
0.500
0.333
0.500
0.250
0.429
0.556
0.667
0.000
0.800
0.400
0.000
0.833
0.625
0.500
0.625
0.500
0.667
0.750
0.600
